                  epoch,         train/box_loss,        train/pose_loss,        train/kobj_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(P),      metrics/recall(P),       metrics/mAP50(P),    metrics/mAP50-95(P),           val/box_loss,          val/pose_loss,          val/kobj_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     53,                0.46723,                 2.3079,                0.31999,                0.30722,                0.90141,                0.98018,                0.94532,                0.98226,                0.84096,                0.68753,                0.62051,                0.57278,                0.28981,                0.61139,                 2.7972,                 0.4037,                0.32955,                0.98793,              0.0009704,              0.0009704,              0.0009704
                     54,                0.45819,                 2.1838,                0.31816,                0.30703,                0.89637,                0.98644,                0.94174,                0.98201,                0.84574,                0.68989,                0.62878,                0.60318,                0.30911,                0.61701,                 2.8154,                0.40365,                0.32939,                 1.0072,              0.0009506,              0.0009506,              0.0009506
                     55,                0.45533,                 2.1985,                0.32717,                0.29555,                0.89093,                0.98347,                0.94245,                0.98159,                0.85163,                0.70195,                0.63309,                0.63585,                0.33613,                0.61463,                 2.8386,                0.39528,                0.32973,                0.99914,              0.0009308,              0.0009308,              0.0009308
                     56,                0.46844,                 2.2339,                0.31307,                0.30758,                0.90482,                0.98355,                0.94645,                0.98225,                0.85294,                0.69092,                0.61754,                0.61659,                0.32992,                0.61224,                  2.862,                0.41022,                0.32844,                0.98889,               0.000911,               0.000911,               0.000911
                     57,                0.45188,                 2.2361,                0.31031,                0.29375,                0.89125,                0.98049,                0.93989,                0.97971,                0.84626,                0.69509,                0.62979,                0.57807,                0.29637,                0.60156,                 2.8537,                0.39637,                0.32621,                0.99431,              0.0008912,              0.0008912,              0.0008912
                     58,                0.45499,                 2.2402,                0.31319,                 0.2941,                  0.898,                0.98644,                0.95252,                0.98185,                0.84601,                0.67509,                0.60432,                0.57029,                 0.3024,                0.60469,                 2.8288,                0.39417,                0.31746,                0.99068,              0.0008714,              0.0008714,              0.0008714
                     59,                0.44323,                 2.1552,                0.31443,                0.29112,                 0.8904,                0.98224,                 0.9549,                0.98525,                0.85379,                0.69147,                0.62014,                0.60514,                 0.3307,                0.59709,                 2.7882,                0.39399,                   0.32,                0.97764,              0.0008516,              0.0008516,              0.0008516
                     60,                0.44583,                 2.1456,                0.31343,                0.29069,                0.88944,                0.97643,                0.95108,                0.98484,                 0.8534,                0.68476,                0.62014,                0.59909,                0.32313,                0.61031,                 2.7407,                0.39799,                0.32701,                0.99489,              0.0008318,              0.0008318,              0.0008318
                     61,                0.43907,                  2.068,                0.31125,                0.29096,                0.89114,                 0.9738,                 0.9625,                0.97634,                0.83246,                0.68805,                 0.6259,                 0.5472,                0.27067,                0.61446,                 2.7445,                0.39643,                 0.3222,                 1.0035,               0.000812,               0.000812,               0.000812
                     62,                0.43979,                 2.0572,                0.30734,                0.28998,                0.88916,                0.98515,                0.95465,                0.98247,                0.84426,                0.69561,                0.63309,                0.58698,                0.30158,                0.60195,                  2.777,                0.40027,                0.31627,                0.98893,              0.0007922,              0.0007922,              0.0007922
                     63,                0.44703,                 2.0818,                0.30908,                0.29065,                0.89408,                0.97956,                0.96513,                 0.9839,                0.85333,                0.70016,                0.63502,                0.61821,                0.33342,                0.60242,                 2.7571,                0.40155,                0.31407,                 0.9914,              0.0007724,              0.0007724,              0.0007724
                     64,                0.44487,                 2.0759,                0.31223,                0.29172,                 0.8881,                0.97521,                0.96547,                0.98644,                0.85953,                0.69837,                0.63022,                0.62549,                0.34121,                0.58707,                 2.7203,                0.39285,                0.30867,                0.97486,              0.0007526,              0.0007526,              0.0007526
                     65,                0.42181,                 1.9799,                0.30021,                0.28161,                0.88544,                0.97903,                0.95252,                0.98126,                0.85514,                0.70958,                 0.6446,                0.64009,                0.35394,                0.59942,                 2.6931,                0.39932,                 0.3233,                0.99024,              0.0007328,              0.0007328,              0.0007328
                     66,                0.42665,                 2.0838,                0.30939,                0.28299,                0.88784,                0.97931,                0.95366,                0.98104,                 0.8484,                0.70151,                0.63885,                0.62606,                0.34157,                0.60959,                 2.7777,                 0.3909,                0.31941,                0.99686,               0.000713,               0.000713,               0.000713
                     67,                0.42872,                 2.0029,                0.30208,                 0.2835,                 0.8871,                0.97094,                0.96139,                0.98564,                0.84846,                0.70018,                0.63453,                0.60897,                0.32315,                0.59991,                 2.7209,                0.39838,                0.31768,                0.98728,              0.0006932,              0.0006932,              0.0006932
                     68,                0.43281,                 2.0295,                0.29888,                0.29288,                 0.8853,                0.97508,                0.95718,                0.98365,                0.85777,                0.71138,                 0.6446,                 0.6448,                0.35159,                0.59305,                 2.7618,                0.40309,                0.31748,                0.98606,              0.0006734,              0.0006734,              0.0006734
                     69,                0.43888,                  2.081,                0.30641,                0.28973,                0.88729,                  0.978,                0.95252,                 0.9817,                0.84701,                0.69075,                0.62671,                0.61838,                0.33905,                0.61188,                 2.7484,                0.40927,                0.31992,                0.99466,              0.0006536,              0.0006536,              0.0006536
                     70,                0.41543,                 1.9356,                0.29969,                0.27727,                0.87845,                0.97545,                 0.9554,                0.98495,                0.85318,                0.70705,                0.64173,                0.63267,                0.34486,                0.59765,                  2.676,                0.40293,                 0.3137,                0.98103,              0.0006338,              0.0006338,              0.0006338
                     71,                0.42547,                 2.0107,                0.29919,                0.28251,                0.88444,                0.97711,                0.96403,                0.98609,                0.85564,                0.69776,                0.63597,                0.62572,                0.34223,                0.59928,                 2.7165,                0.39699,                0.31346,                0.98373,               0.000614,               0.000614,               0.000614
                     72,                0.41943,                 1.9331,                0.29653,                0.27791,                0.88528,                0.98518,                0.95673,                 0.9824,                 0.8512,                0.70541,                0.64748,                0.62226,                0.33988,                0.59697,                 2.6859,                 0.3918,                0.30673,                 0.9935,              0.0005942,              0.0005942,              0.0005942
                     73,                0.41683,                 1.9741,                0.30057,                0.27881,                0.87944,                0.98283,                0.95108,                 0.9847,                0.85659,                 0.7011,                0.63885,                0.63382,                0.34871,                0.60099,                 2.6823,                0.39089,                0.31059,                0.99894,              0.0005744,              0.0005744,              0.0005744
                     74,                0.41384,                 1.9721,                0.29981,                 0.2759,                  0.882,                0.97519,                0.96164,                 0.9851,                  0.859,                0.70163,                0.64029,                0.62504,                0.34381,                0.58897,                 2.6805,                0.39717,                0.30939,                0.99193,              0.0005546,              0.0005546,              0.0005546
                     75,                 0.4102,                 1.9421,                0.29269,                0.27292,                0.87824,                0.98649,                0.94528,                0.98385,                 0.8559,                0.69942,                0.63948,                0.61432,                0.33316,                0.59176,                 2.6447,                0.39319,                0.31253,                0.98655,              0.0005348,              0.0005348,              0.0005348
                     76,                0.41889,                 1.9434,                0.29705,                0.27669,                0.88693,                0.97884,                0.95108,                0.97896,                0.85285,                0.69295,                0.64029,                0.61085,                0.33028,                0.59167,                 2.7034,                 0.3911,                0.31237,                0.98671,               0.000515,               0.000515,               0.000515
                     77,                0.40915,                 1.8808,                0.29097,                0.27217,                0.87929,                0.98792,                0.94101,                0.98278,                0.85992,                0.71783,                0.65156,                0.64704,                0.35851,                 0.5949,                 2.6787,                 0.3922,                0.31387,                 0.9836,              0.0004952,              0.0004952,              0.0004952
                     78,                 0.4109,                  1.909,                 0.2934,                0.27467,                0.87348,                0.98373,                0.95676,                0.98704,                0.85785,                0.68995,                 0.6259,                0.62012,                0.35001,                0.59839,                 2.6936,                0.40424,                0.31576,                0.98373,              0.0004754,              0.0004754,              0.0004754
                     79,                0.39848,                 1.8876,                0.29744,                0.26843,                0.87148,                 0.9823,                0.95836,                0.98298,                 0.8588,                 0.7102,                0.65324,                0.63892,                0.34666,                0.59604,                   2.67,                0.39076,                0.30992,                0.98525,              0.0004556,              0.0004556,              0.0004556
                     80,                0.41091,                 1.9494,                0.29355,                0.27046,                0.87975,                0.97589,                0.95827,                0.98277,                0.86393,                0.71158,                0.65036,                0.64204,                0.34986,                 0.5934,                  2.633,                0.39816,                0.30969,                0.98884,              0.0004358,              0.0004358,              0.0004358
                     81,                0.40418,                 1.8585,                0.29615,                0.26432,                0.88428,                0.97802,                0.96057,                0.98295,                 0.8603,                0.70992,                0.64892,                0.64354,                0.35292,                0.59232,                 2.6359,                0.39908,                0.30996,                0.98126,               0.000416,               0.000416,               0.000416
