                  epoch,         train/box_loss,        train/pose_loss,        train/kobj_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(P),      metrics/recall(P),       metrics/mAP50(P),    metrics/mAP50-95(P),           val/box_loss,          val/pose_loss,          val/kobj_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     88,                0.60634,                 3.4936,                0.40514,                0.38479,                 0.9702,                0.97722,                0.93957,                0.97888,                0.82191,                0.61218,                0.52662,                0.46835,                0.20811,                0.64703,                 3.4888,                0.43784,                0.37966,                0.99556,              0.0011486,              0.0011486,              0.0011486
                     89,                0.60389,                 3.6025,                0.40468,                 0.3782,                0.96343,                0.97123,                0.95108,                0.97433,                0.82622,                0.63015,                0.53237,                0.49398,                0.22365,                0.64348,                 3.5489,                0.43912,                0.36182,                0.99756,              0.0011387,              0.0011387,              0.0011387
                     90,                0.60427,                 3.5736,                0.40347,                0.38333,                0.96435,                0.97485,                0.94829,                0.97864,                0.82705,                0.62238,                0.53669,                0.49338,                0.22517,                0.64708,                 3.4891,                0.43392,                0.35932,                 1.0021,              0.0011288,              0.0011288,              0.0011288
                     91,                0.60291,                 3.4591,                0.40921,                0.37992,                0.96571,                0.97907,                0.94209,                0.97415,                0.82605,                0.64165,                0.55108,                0.48064,                0.21425,                0.65637,                  3.395,                 0.4355,                 0.3709,                 1.0118,              0.0011189,              0.0011189,              0.0011189
                     92,                0.60169,                 3.4681,                0.40411,                0.38539,                0.97523,                0.98313,                0.92806,                0.97214,                0.81718,                0.62743,                 0.5482,                0.48274,                0.21432,                0.66067,                 3.4432,                0.43618,                0.36918,                 1.0118,               0.001109,               0.001109,               0.001109
                     93,                0.59371,                 3.5351,                0.39857,                0.37893,                0.96155,                0.98043,                0.93707,                 0.9726,                0.82593,                0.62204,                0.54701,                0.48775,                0.21878,                0.64291,                 3.3569,                0.42699,                0.35856,                0.99579,              0.0010991,              0.0010991,              0.0010991
                     94,                0.58665,                 3.4175,                0.39506,                 0.3778,                0.95659,                0.97756,                0.94037,                0.97254,                0.82149,                0.63436,                0.53669,                0.48924,                0.21948,                0.63209,                 3.3598,                0.43619,                0.36441,                 0.9895,              0.0010892,              0.0010892,              0.0010892
                     95,                0.59215,                  3.455,                0.40221,                0.37792,                0.95112,                0.98494,                0.94071,                0.97859,                0.82455,                0.60019,                0.53094,                  0.458,                 0.2049,                0.64395,                 3.5127,                0.42652,                0.36268,                 1.0018,              0.0010793,              0.0010793,              0.0010793
                     96,                 0.5904,                 3.4877,                0.41112,                0.37338,                0.96012,                 0.9826,                0.93813,                0.97649,                0.82433,                0.62502,                 0.5468,                0.48432,                0.22115,                 0.6471,                 3.4399,                0.43352,                0.36278,                 1.0032,              0.0010694,              0.0010694,              0.0010694
                     97,                0.59859,                 3.5061,                0.40637,                0.37425,                0.96294,                0.97338,                0.94692,                0.97576,                0.82117,                0.61748,                0.54388,                0.45912,                0.20689,                0.64022,                 3.4102,                0.43286,                 0.3653,                0.99257,              0.0010595,              0.0010595,              0.0010595
                     98,                0.58467,                 3.3664,                0.40065,                0.37184,                0.95633,                0.97715,                0.94245,                0.97456,                0.81444,                0.61839,                0.54793,                0.44891,                0.19458,                0.65888,                 3.4388,                0.43161,                0.36455,                 1.0072,              0.0010496,              0.0010496,              0.0010496
                     99,                0.58933,                 3.3525,                0.39208,                0.37457,                0.95716,                 0.9798,                0.94532,                0.97225,                0.82034,                0.63202,                0.53957,                0.48627,                0.22397,                 0.6439,                 3.4778,                0.43804,                0.35974,                0.99511,              0.0010397,              0.0010397,              0.0010397
                    100,                0.57184,                 3.4388,                0.40235,                0.35956,                0.94688,                0.99088,                0.93773,                0.97277,                0.81898,                 0.6063,                0.53957,                0.45905,                0.21291,                0.65388,                 3.4795,                0.42912,                0.34889,                0.99814,              0.0010298,              0.0010298,              0.0010298
                    101,                0.57389,                 3.4604,                 0.3999,                0.36153,                0.94684,                0.96812,                0.96114,                0.98079,                0.83249,                0.63167,                0.54964,                 0.4704,                0.20956,                0.64694,                 3.4317,                 0.4284,                0.35513,                0.99874,              0.0010199,              0.0010199,              0.0010199
                    102,                0.57338,                  3.365,                0.39531,                 0.3642,                0.95048,                0.97974,                0.94532,                0.97653,                0.83155,                0.64559,                0.54964,                 0.5195,                0.23776,                0.64556,                 3.3834,                0.43127,                0.34889,                0.99991,                0.00101,                0.00101,                0.00101
                    103,                0.58586,                 3.3147,                0.39287,                0.37082,                 0.9618,                0.98469,                0.94101,                0.97818,                0.82704,                0.61962,                0.53237,                0.49113,                0.23181,                0.64411,                 3.4154,                0.42667,                0.34808,                  1.003,              0.0010001,              0.0010001,              0.0010001
                    104,                0.57093,                 3.2707,                0.39336,                0.35891,                0.94604,                0.97472,                0.94301,                0.97653,                0.83422,                0.64977,                 0.5686,                0.50619,                0.23896,                0.62983,                 3.3035,                0.42601,                 0.3607,                0.99236,              0.0009902,              0.0009902,              0.0009902
                    105,                0.57703,                 3.3867,                0.39542,                0.36554,                0.95131,                0.98202,                0.93957,                0.97428,                0.82803,                0.63097,                 0.5554,                0.49193,                0.22657,                0.62952,                 3.2961,                0.42285,                0.35073,                0.99338,              0.0009803,              0.0009803,              0.0009803
                    106,                0.57682,                 3.2588,                0.39002,                 0.3615,                0.95275,                0.98882,                0.94245,                0.97333,                 0.8222,                0.62605,                0.55971,                0.49967,                0.22731,                0.64717,                 3.3507,                0.42595,                0.35997,                0.99927,              0.0009704,              0.0009704,              0.0009704
                    107,                0.56645,                 3.3239,                0.39812,                0.35657,                0.94392,                0.98163,                0.94532,                0.97793,                0.83018,                0.63737,                0.54964,                0.50026,                 0.2286,                0.62965,                 3.3896,                0.42279,                0.36228,                0.98922,              0.0009605,              0.0009605,              0.0009605
                    108,                0.57465,                 3.3068,                0.39553,                0.36349,                0.94341,                0.97859,                0.94676,                0.97725,                 0.8287,                0.62741,                0.54964,                0.50301,                 0.2384,                0.63752,                 3.2865,                0.42065,                0.35011,                 0.9926,              0.0009506,              0.0009506,              0.0009506
                    109,                0.56896,                 3.2969,                0.39313,                0.36417,                0.95197,                0.98197,                0.94022,                0.97713,                0.83351,                0.62803,                0.54903,                0.50433,                0.23524,                0.62784,                 3.3753,                0.43118,                 0.3505,                0.99783,              0.0009407,              0.0009407,              0.0009407
                    110,                0.55884,                 3.2137,                0.39149,                0.35221,                0.94508,                0.97845,                0.94964,                0.97913,                0.84128,                0.62606,                0.55647,                0.52002,                0.25589,                0.62902,                  3.258,                0.42253,                0.34882,                0.99062,              0.0009308,              0.0009308,              0.0009308
                    111,                0.56895,                 3.2286,                0.38833,                0.35673,                0.95364,                0.98649,                0.94579,                0.97694,                0.83558,                0.62745,                 0.5501,                0.49269,                0.23876,                0.64192,                 3.3368,                 0.4253,                0.35198,                 1.0022,              0.0009209,              0.0009209,              0.0009209
                    112,                0.56804,                 3.1206,                0.38155,                0.36119,                0.94771,                0.97892,                0.94388,                0.97829,                0.83064,                0.64168,                0.57122,                0.51596,                0.23478,                0.64478,                 3.2412,                0.43316,                0.35255,                 1.0072,               0.000911,               0.000911,               0.000911
                    113,                0.55564,                 3.1325,                0.38521,                0.35135,                0.93378,                0.97154,                 0.9482,                0.97799,                0.83164,                0.64774,                0.57266,                0.52101,                  0.242,                0.63803,                 3.2534,                0.43681,                0.35255,                0.99374,              0.0009011,              0.0009011,              0.0009011
                    114,                0.57079,                 3.1622,                0.38266,                0.36209,                0.94947,                0.97141,                0.95252,                0.98079,                0.84002,                0.63274,                0.57554,                0.51559,                 0.2374,                0.64204,                 3.2574,                0.43188,                0.34657,                0.99654,              0.0008912,              0.0008912,              0.0008912
                    115,                0.55982,                 3.1211,                0.37799,                0.35491,                0.94703,                0.97494,                0.95148,                0.97763,                0.84535,                0.65233,                0.58044,                 0.5427,                0.26538,                0.62189,                 3.2128,                0.42568,                0.33908,                0.97798,              0.0008813,              0.0008813,              0.0008813
                    116,                0.56636,                 3.1325,                0.38006,                0.35888,                0.95029,                0.97486,                0.94844,                0.97735,                 0.8288,                0.64004,                0.57842,                0.52887,                0.24941,                0.63597,                 3.1921,                 0.4264,                0.34922,                0.99937,              0.0008714,              0.0008714,              0.0008714
                    117,                0.55557,                 3.1315,                0.38686,                0.35308,                0.94574,                0.97681,                0.95108,                0.97618,                0.83395,                0.65307,                0.57554,                0.53509,                0.24785,                0.62711,                  3.203,                0.42031,                0.34326,                  0.999,              0.0008615,              0.0008615,              0.0008615
                    118,                0.55512,                 3.1076,                0.38145,                 0.3546,                0.94153,                0.98619,                0.94676,                0.97695,                0.83544,                 0.6357,                0.56259,                0.51051,                0.23721,                0.62781,                 3.2828,                0.42004,                0.34209,                0.98664,              0.0008516,              0.0008516,              0.0008516
                    119,                0.55621,                 3.1222,                0.37727,                0.34881,                0.93744,                 0.9865,                0.94643,                0.97851,                0.84274,                0.64242,                 0.5741,                 0.5484,                 0.2595,                0.62088,                 3.1673,                 0.4213,                0.33431,                0.97986,              0.0008417,              0.0008417,              0.0008417
                    120,                0.55245,                 3.0604,                0.37959,                0.34678,                0.93953,                 0.9754,                0.95396,                 0.9807,                0.84239,                0.63356,                0.56968,                0.52524,                0.24067,                0.63227,                 3.2019,                0.42382,                 0.3396,                 0.9919,              0.0008318,              0.0008318,              0.0008318
                    121,                0.54055,                 2.9776,                0.36693,                0.34071,                0.93482,                0.97924,                 0.9554,                0.98053,                0.84364,                0.65896,                0.58129,                 0.5382,                0.26347,                0.61668,                 3.1744,                0.42137,                0.33575,                0.98388,              0.0008219,              0.0008219,              0.0008219
                    122,                0.53846,                 3.0523,                0.38077,                 0.3403,                0.93718,                0.97787,                 0.9536,                0.97781,                0.83416,                0.64563,                0.57986,                0.52896,                0.25121,                0.62161,                 3.1755,                0.41682,                0.33535,                0.99287,               0.000812,               0.000812,               0.000812
                    123,                0.53695,                 3.0074,                0.37375,                0.33761,                0.92783,                 0.9803,                 0.9482,                0.98242,                0.83526,                0.64334,                0.58137,                 0.5276,                0.25716,                0.62197,                 3.1428,                0.41656,                 0.3352,                0.98555,              0.0008021,              0.0008021,              0.0008021
                    124,                0.55109,                 3.0352,                0.38178,                0.34948,                0.93963,                0.98492,                 0.9482,                0.97649,                 0.8371,                0.65023,                0.57266,                0.53907,                0.26277,                0.61698,                 3.1338,                  0.413,                0.33288,                0.98045,              0.0007922,              0.0007922,              0.0007922
                    125,                0.53768,                 2.9671,                0.37227,                0.33894,                0.92858,                0.98652,                0.94754,                0.97512,                0.83797,                0.64526,                 0.5741,                0.52051,                 0.2556,                 0.6235,                 3.1522,                0.41958,                0.33305,                0.98259,              0.0007823,              0.0007823,              0.0007823
                    126,                0.55075,                 3.0129,                0.37498,                0.34881,                0.94252,                0.97815,                0.95108,                0.98066,                0.83257,                0.65721,                0.57986,                0.53371,                0.25669,                0.62845,                 3.1314,                0.41577,                0.34207,                0.98244,              0.0007724,              0.0007724,              0.0007724
                    127,                0.55212,                 3.0067,                0.37695,                0.34493,                0.93821,                0.97643,                0.95388,                0.98152,                0.84188,                0.64058,                0.56978,                 0.5231,                0.25759,                0.63242,                 3.1199,                0.42604,                0.34972,                 0.9914,              0.0007625,              0.0007625,              0.0007625
                    128,                0.53441,                 2.9719,                0.37344,                0.33915,                0.92759,                0.97648,                0.95595,                0.97968,                 0.8391,                 0.6507,                0.59856,                0.54868,                0.25852,                0.62273,                 3.1325,                0.41004,                0.34297,                0.99132,              0.0007526,              0.0007526,              0.0007526
                    129,                0.53633,                  3.007,                0.37272,                0.34109,                0.93521,                0.98209,                0.94667,                0.97488,                0.82809,                0.63163,                0.56744,                0.48346,                0.22239,                0.61962,                 3.2364,                0.41494,                0.34248,                0.98318,              0.0007427,              0.0007427,              0.0007427
                    130,                0.53695,                 2.9824,                0.37073,                0.34075,                0.93232,                0.98487,                0.94676,                0.98157,                0.84367,                0.65188,                0.58417,                0.53494,                0.25491,                 0.6117,                 3.1628,                 0.4203,                0.33075,                0.97113,              0.0007328,              0.0007328,              0.0007328
                    131,                0.52553,                  2.875,                0.36715,                0.33015,                0.92691,                0.98427,                0.94964,                  0.976,                0.83685,                0.63667,                0.57266,                0.51183,                0.24503,                0.60906,                 3.1133,                0.41557,                0.33483,                0.98372,              0.0007229,              0.0007229,              0.0007229
                    132,                0.52929,                 2.8829,                0.36908,                0.33299,                0.93708,                0.98654,                0.94902,                0.97822,                0.83971,                0.64767,                0.58273,                0.53468,                0.26813,                0.60666,                 3.1309,                0.40915,                0.33372,                0.97922,               0.000713,               0.000713,               0.000713
                    133,                0.53971,                   2.96,                0.37457,                0.34185,                 0.9405,                0.98801,                0.95396,                 0.9818,                0.85137,                0.66008,                0.58129,                 0.5768,                0.29214,                0.60577,                 3.1017,                0.41051,                  0.327,                0.97533,              0.0007031,              0.0007031,              0.0007031
                    134,                 0.5348,                  2.855,                0.36766,                0.33696,                0.92743,                 0.9693,                0.95395,                0.97771,                0.83736,                0.67361,                0.58705,                 0.5505,                  0.273,                0.62268,                  3.136,                0.41293,                0.34432,                0.99104,              0.0006932,              0.0006932,              0.0006932
                    135,                0.52741,                 2.8694,                 0.3644,                0.33366,                0.93245,                0.96908,                0.95683,                0.98257,                0.84774,                0.65445,                0.58044,                0.54885,                0.26349,                0.61632,                 3.1221,                0.41313,                0.32796,                0.98257,              0.0006833,              0.0006833,              0.0006833
                    136,                 0.5338,                 2.8285,                0.36581,                0.33037,                0.92842,                0.96867,                0.96115,                0.98297,                0.84377,                0.65708,                0.57842,                0.53998,                0.26368,                0.62186,                 3.1345,                0.40749,                0.32656,                0.98532,              0.0006734,              0.0006734,              0.0006734
                    137,                0.52375,                 2.8806,                0.36834,                0.32835,                0.92676,                0.98221,                0.95334,                0.97912,                0.83579,                0.63846,                0.57122,                0.51189,                0.24163,                0.61254,                 3.1572,                0.39495,                 0.3231,                 0.9753,              0.0006635,              0.0006635,              0.0006635
                    138,                0.52409,                 2.8674,                0.36449,                0.32906,                0.92624,                0.98212,                0.94835,                0.97989,                0.84034,                0.64803,                0.58273,                0.52444,                0.25668,                0.60957,                 3.0962,                0.40462,                0.33246,                0.97286,              0.0006536,              0.0006536,              0.0006536
                    139,                0.51791,                 2.8404,                0.37281,                0.32536,                0.91926,                0.98507,                0.94939,                0.98143,                0.84441,                0.64774,                0.57554,                0.54122,                0.27536,                0.61597,                 3.1358,                0.41475,                0.33292,                0.97651,              0.0006437,              0.0006437,              0.0006437
                    140,                0.51948,                 2.8657,                0.36538,                0.32556,                0.92012,                0.98224,                0.95517,                 0.9793,                0.84706,                0.64986,                0.57698,                 0.5559,                0.28874,                0.61649,                 3.0702,                0.41249,                0.32284,                0.98318,              0.0006338,              0.0006338,              0.0006338
                    141,                 0.5169,                  2.894,                0.37308,                0.32339,                0.92107,                0.98919,                 0.9482,                0.98099,                0.84276,                0.65764,                0.57842,                0.54149,                0.27658,                0.61844,                 3.0874,                  0.405,                 0.3255,                0.98839,              0.0006239,              0.0006239,              0.0006239
                    142,                0.52813,                  2.832,                0.36729,                   0.33,                0.93452,                0.98311,                0.94964,                 0.9838,                0.84555,                0.64837,                0.58417,                0.54525,                0.26573,                0.61506,                 3.0233,                 0.4003,                0.33191,                0.98333,               0.000614,               0.000614,               0.000614
                    143,                0.52941,                 2.8212,                0.36481,                0.33188,                0.92383,                0.98246,                 0.9482,                0.97917,                0.84344,                0.67166,                0.59281,                0.55936,                0.27642,                0.62397,                 3.0181,                0.39668,                 0.3328,                0.99076,              0.0006041,              0.0006041,              0.0006041
                    144,                0.52045,                   2.88,                0.36992,                0.33004,                0.93143,                0.98648,                0.94479,                0.97969,                0.84278,                0.65087,                0.58993,                0.53383,                0.25903,                0.60684,                 3.0111,                0.40446,                0.32791,                0.98208,              0.0005942,              0.0005942,              0.0005942
                    145,                0.50968,                 2.7858,                0.36722,                0.32404,                0.91813,                0.98507,                0.94929,                0.98274,                 0.8518,                0.65226,                0.57986,                 0.5473,                 0.2752,                0.60982,                 3.0198,                0.41421,                0.32738,                0.97504,              0.0005843,              0.0005843,              0.0005843
                    146,                0.51598,                 2.8075,                  0.366,                0.32419,                0.92093,                0.97647,                0.95548,                0.97879,                0.84551,                0.65112,                0.58273,                0.54281,                0.26527,                0.61337,                 3.0503,                0.40558,                0.32666,                0.98203,              0.0005744,              0.0005744,              0.0005744
                    147,                0.51827,                 2.7605,                0.35807,                0.32334,                0.92866,                0.97638,                0.95168,                0.97625,                0.84203,                0.66642,                0.58849,                0.55665,                0.26548,                0.62335,                 2.9958,                0.39581,                0.33747,                0.98574,              0.0005645,              0.0005645,              0.0005645
                    148,                 0.5074,                 2.7553,                0.36218,                 0.3242,                0.91891,                0.98796,                0.94485,                0.97888,                0.84907,                0.67046,                0.60144,                0.58126,                0.29058,                0.60926,                 2.9745,                0.39269,                   0.33,                 0.9798,              0.0005546,              0.0005546,              0.0005546
                    149,                0.51226,                  2.776,                0.35814,                0.32871,                0.92221,                0.98069,                0.95021,                0.97627,                0.84126,                0.66691,                0.59281,                0.55628,                0.28876,                0.60479,                 2.9913,                0.39413,                0.32381,                0.96945,              0.0005447,              0.0005447,              0.0005447
                    150,                0.51155,                 2.7538,                 0.3564,                0.32619,                0.92603,                0.97649,                0.95602,                0.97643,                0.84004,                0.67886,                0.60863,                0.56904,                  0.281,                0.60213,                 2.9983,                0.39607,                0.32749,                0.97968,              0.0005348,              0.0005348,              0.0005348
                    151,                0.49987,                 2.7199,                0.36242,                0.31598,                0.92058,                0.98792,                0.94532,                0.97747,                0.84414,                0.67865,                0.60144,                0.57367,                0.29174,                0.59148,                 2.9694,                0.39337,                0.31828,                0.96989,              0.0005249,              0.0005249,              0.0005249
                    152,                 0.5061,                  2.786,                0.35781,                0.31635,                0.91669,                0.98215,                0.94977,                0.98199,                0.84523,                0.64111,                0.57986,                 0.5463,                0.27834,                0.60525,                 3.0041,                0.39519,                0.33613,                0.97652,               0.000515,               0.000515,               0.000515
                    153,                0.51371,                 2.7226,                0.36044,                0.32261,                0.91992,                0.98362,                 0.9482,                0.98021,                0.84827,                0.65329,                0.58273,                0.54547,                0.27456,                0.60962,                 3.0138,                0.38806,                0.32056,                0.98044,              0.0005051,              0.0005051,              0.0005051
                    154,                0.50642,                 2.7039,                 0.3547,                0.31699,                0.91483,                0.98063,                0.94677,                0.98035,                 0.8433,                0.66776,                0.59712,                0.55168,                0.27071,                0.61446,                 3.0071,                0.39285,                0.33252,                0.98668,              0.0004952,              0.0004952,              0.0004952
                    155,                0.50841,                 2.7158,                0.36176,                0.31707,                0.91797,                0.98495,                0.94676,                0.98192,                0.84839,                0.67336,                0.60863,                0.58358,                0.28817,                0.60651,                 2.9905,                 0.3949,                0.32642,                0.97961,              0.0004853,              0.0004853,              0.0004853
                    156,                0.50887,                 2.7146,                0.36189,                0.32772,                0.92313,                0.98401,                0.94964,                0.98147,                0.85099,                0.67299,                    0.6,                0.59214,                0.31032,                0.61102,                 2.9988,                0.40097,                0.32235,                0.98127,              0.0004754,              0.0004754,              0.0004754
                    157,                0.51028,                 2.6915,                0.36083,                0.32246,                0.92642,                0.98658,                0.95252,                0.98378,                0.84776,                0.67143,                0.59983,                0.56509,                0.28576,                0.60035,                 2.9631,                 0.4022,                 0.3231,                0.96914,              0.0004655,              0.0004655,              0.0004655
                    158,                0.49807,                 2.6974,                0.34956,                0.31388,                0.91595,                0.99064,                0.95108,                0.98333,                 0.8502,                0.66988,                0.59562,                0.57424,                0.29562,                0.59873,                 2.9597,                0.39946,                0.31593,                0.96988,              0.0004556,              0.0004556,              0.0004556
                    159,                0.49926,                 2.7113,                0.35999,                0.31585,                0.91308,                0.98511,                0.95219,                0.98315,                0.84731,                0.66339,                0.58993,                0.56589,                0.29739,                0.60045,                 3.0221,                0.39718,                0.31483,                0.97359,              0.0004457,              0.0004457,              0.0004457
                    160,                0.49669,                 2.6428,                0.35282,                0.31125,                0.91467,                0.99059,                 0.9482,                0.97991,                0.84494,                0.66947,                0.60576,                0.56455,                0.28105,                0.59453,                 3.0028,                0.38981,                 0.3189,                0.97036,              0.0004358,              0.0004358,              0.0004358
                    161,                0.49277,                 2.6626,                0.35637,                0.31175,                0.91007,                0.98352,                0.94473,                0.97718,                0.83597,                0.67597,                0.60288,                0.56817,                0.27994,                0.60135,                 2.9733,                0.39754,                0.32862,                0.97599,              0.0004259,              0.0004259,              0.0004259
                    162,                0.48937,                 2.6938,                 0.3525,                 0.3122,                0.91582,                0.97515,                0.94964,                0.97957,                0.84728,                0.66408,                0.59449,                0.57706,                0.29868,                0.60364,                 2.9524,                0.39728,                0.31573,                0.98012,               0.000416,               0.000416,               0.000416
                    163,                0.49121,                 2.5879,                 0.3549,                0.31174,                0.91265,                0.98405,                 0.9482,                0.98178,                0.85225,                0.66162,                0.59281,                0.58161,                0.30905,                0.59403,                 2.9328,                0.39455,                0.31459,                0.97503,              0.0004061,              0.0004061,              0.0004061
                    164,                0.48476,                 2.5873,                0.35132,                0.30623,                0.91051,                 0.9807,                0.95036,                0.98105,                 0.8505,                0.67701,                0.60576,                0.58343,                0.30525,                0.59367,                  2.911,                0.39117,                0.31949,                0.97152,              0.0003962,              0.0003962,              0.0003962
                    165,                 0.4784,                 2.6087,                0.35244,                0.30457,                0.91146,                0.97765,                0.94964,                0.98111,                 0.8464,                0.66176,                    0.6,                0.57657,                0.29746,                 0.6037,                 2.9169,                0.39491,                0.32392,                0.97861,              0.0003863,              0.0003863,              0.0003863
                    166,                0.50135,                 2.6172,                0.34657,                0.31619,                0.92045,                0.97709,                0.94964,                0.98096,                0.85021,                0.67115,                0.60144,                0.57908,                0.29894,                0.60475,                 2.9705,                0.38893,                0.32589,                0.98088,              0.0003764,              0.0003764,              0.0003764
                    167,                0.48697,                 2.5452,                0.34745,                0.30756,                0.91043,                 0.9878,                0.94676,                0.98337,                0.85348,                0.67361,                0.60432,                0.59475,                0.30319,                0.59191,                 2.9035,                0.39051,                0.31297,                  0.974,              0.0003665,              0.0003665,              0.0003665
                    168,                 0.4908,                 2.5643,                0.34339,                0.30783,                0.91924,                0.98732,                0.94532,                0.97971,                0.84852,                0.66876,                    0.6,                0.57356,                0.29705,                0.59906,                  2.922,                0.39465,                0.31759,                0.98043,              0.0003566,              0.0003566,              0.0003566
                    169,                0.48281,                 2.5986,                0.35728,                0.30515,                0.91264,                0.98947,                0.94668,                0.98181,                0.85507,                 0.6754,                0.60475,                0.59895,                0.31372,                0.60572,                 2.9176,                0.39606,                0.32065,                0.98111,              0.0003467,              0.0003467,              0.0003467
                    170,                0.49582,                 2.5372,                0.34567,                0.30873,                0.91837,                0.98751,                0.95396,                0.98231,                 0.8577,                0.66437,                0.59856,                 0.5889,                0.30935,                0.59799,                 2.9445,                0.39419,                0.31269,                0.97614,              0.0003368,              0.0003368,              0.0003368
                    171,                0.48128,                 2.5296,                0.34549,                0.30353,                0.90664,                 0.9811,                0.95252,                0.98194,                0.85226,                0.67004,                0.60863,                0.57325,                0.29874,                 0.5891,                 2.9249,                0.39803,                0.31098,                0.96694,              0.0003269,              0.0003269,              0.0003269
                    172,                0.47224,                 2.5616,                0.34697,                0.30141,                 0.9079,                0.99038,                 0.9482,                0.98303,                0.85502,                0.66074,                0.60144,                 0.5794,                0.30877,                0.59947,                 2.8772,                0.39853,                0.31806,                0.97492,               0.000317,               0.000317,               0.000317
                    173,                0.48973,                 2.5978,                0.34792,                0.30947,                  0.916,                0.98395,                0.94964,                0.98208,                0.85499,                0.65992,                0.60144,                0.57693,                0.30621,                 0.5945,                 2.8906,                0.39619,                0.31471,                0.97241,              0.0003071,              0.0003071,              0.0003071
                    174,                0.48891,                  2.565,                 0.3434,                0.30683,                0.91703,                0.98797,                0.94513,                0.98083,                0.85335,                0.66761,                0.60111,                0.58386,                0.30608,                0.60879,                 2.8934,                0.39275,                0.31679,                0.98144,              0.0002972,              0.0002972,              0.0002972
                    175,                 0.4961,                 2.6323,                0.34674,                0.30994,                0.91631,                0.98797,                0.94539,                0.97868,                0.85449,                0.65221,                0.58273,                0.57499,                 0.3114,                0.60298,                 2.9309,                0.39305,                 0.3169,                0.97865,              0.0002873,              0.0002873,              0.0002873
                    176,                0.47527,                 2.5161,                 0.3433,                0.30245,                0.90952,                0.98592,                0.94532,                0.98002,                0.85398,                 0.6726,                0.59568,                 0.5992,                0.32726,                0.59793,                 2.9017,                0.39156,                0.31882,                0.97502,              0.0002774,              0.0002774,              0.0002774
                    177,                0.47719,                  2.489,                0.34153,                0.29642,                0.90559,                0.98504,                0.94732,                0.98144,                 0.8583,                0.66627,                0.59137,                0.59483,                0.32246,                0.59773,                 2.8667,                0.39573,                0.31356,                0.97292,              0.0002675,              0.0002675,              0.0002675
                    178,                0.47273,                 2.5344,                0.34605,                0.29546,                0.90535,                0.98654,                0.95108,                0.98212,                0.85284,                0.67022,                0.59856,                 0.5911,                0.32048,                0.59951,                 2.8961,                0.39719,                0.31374,                 0.9748,              0.0002576,              0.0002576,              0.0002576
                    179,                0.48111,                 2.4974,                0.34474,                0.30301,                0.91802,                0.98551,                0.94964,                0.98066,                0.85469,                0.66629,                0.59712,                0.58689,                0.30976,                0.60072,                 2.9124,                0.39997,                0.30969,                0.97511,              0.0002477,              0.0002477,              0.0002477
                    180,                0.46955,                  2.519,                0.34638,                0.29822,                0.90545,                0.98042,                0.94964,                 0.9804,                0.85533,                0.67074,                    0.6,                0.60116,                0.32062,                0.60003,                 2.8962,                0.40396,                0.31439,                0.97759,              0.0002378,              0.0002378,              0.0002378
                    181,                0.47458,                 2.4501,                 0.3411,                0.30219,                0.90897,                0.97783,                0.95177,                0.98072,                  0.857,                 0.6564,                0.59424,                0.59008,                 0.3206,                 0.6034,                 2.8806,                0.39686,                 0.3138,                0.97734,              0.0002279,              0.0002279,              0.0002279
                    182,                0.47561,                 2.4699,                0.34089,                0.30056,                0.90638,                0.98947,                0.94681,                0.98067,                0.85586,                0.66944,                0.60027,                0.60275,                0.32324,                0.60265,                 2.8647,                0.39281,                0.31547,                0.97793,               0.000218,               0.000218,               0.000218
                    183,                0.47523,                 2.4895,                0.34384,                0.30081,                0.90574,                0.98909,                0.94676,                0.98027,                 0.8544,                0.66737,                0.60333,                0.58616,                0.31064,                0.60147,                 2.8739,                0.39617,                0.31287,                0.97617,              0.0002081,              0.0002081,              0.0002081
                    184,                0.46362,                 2.5405,                0.35014,                0.29709,                 0.9063,                0.97643,                0.95351,                0.98404,                0.85577,                0.67299,                0.61297,                0.59622,                0.31324,                0.59693,                 2.8775,                0.39821,                0.31259,                0.97071,              0.0001982,              0.0001982,              0.0001982
                    185,                0.47173,                 2.4737,                0.34207,                0.29765,                0.90178,                0.98485,                0.94532,                 0.9808,                0.85433,                0.67796,                0.60719,                0.58809,                0.30959,                0.60316,                 2.9049,                 0.3924,                0.31118,                0.97497,              0.0001883,              0.0001883,              0.0001883
                    186,                0.46801,                 2.4692,                0.34459,                0.29652,                0.90375,                0.98913,                0.94676,                0.97959,                0.85576,                0.68035,                0.61295,                0.59752,                0.31513,                 0.5979,                 2.8865,                0.39086,                0.31689,                0.97093,              0.0001784,              0.0001784,              0.0001784
                    187,                0.47057,                 2.4696,                0.35341,                0.29728,                0.90861,                0.97566,                0.95827,                0.98036,                0.85755,                0.67545,                0.60719,                0.59134,                0.31205,                0.59478,                 2.8654,                0.39525,                0.31291,                0.96751,              0.0001685,              0.0001685,              0.0001685
                    188,                 0.4572,                  2.387,                0.33967,                0.28633,                0.90016,                0.98947,                0.94605,                0.98006,                0.85492,                0.67938,                0.61007,                0.59648,                0.31605,                0.59718,                 2.8744,                0.39433,                0.30902,                0.97505,              0.0001586,              0.0001586,              0.0001586
