                  epoch,         train/box_loss,        train/pose_loss,        train/kobj_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(P),      metrics/recall(P),       metrics/mAP50(P),    metrics/mAP50-95(P),           val/box_loss,          val/pose_loss,          val/kobj_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     91,                0.60788,                 3.4307,                0.39951,                0.38567,                0.97635,                 0.9909,                 0.9397,                0.97407,                0.82413,                0.63062,                 0.5482,                0.45455,                0.19161,                0.62477,                 3.3898,                0.44283,                0.35769,                0.98814,               0.001109,               0.001109,               0.001109
                     92,                0.59398,                  3.503,                0.39399,                0.38253,                0.96072,                 0.9878,                0.93192,                0.97517,                0.82699,                0.61923,                 0.5295,                0.45855,                0.20204,                0.63289,                 3.5484,                0.44285,                0.35614,                0.99363,              0.0010991,              0.0010991,              0.0010991
                     93,                0.58753,                 3.4171,                0.38991,                0.37638,                0.95921,                0.98651,                0.94723,                0.97627,                0.83311,                0.64705,                0.57122,                0.52809,                 0.2436,                0.63902,                 3.2592,                0.44265,                0.35216,                 1.0014,              0.0010892,              0.0010892,              0.0010892
                     94,                0.59042,                 3.4071,                0.39601,                0.37856,                0.95219,                0.98836,                0.93669,                0.97464,                0.82274,                0.62412,                0.53993,                0.48336,                0.20833,                0.62627,                 3.4466,                0.43441,                0.34933,                0.98874,              0.0010793,              0.0010793,              0.0010793
                     95,                0.58387,                 3.4663,                0.40973,                0.37184,                0.96012,                0.98928,                0.94388,                0.97885,                0.83634,                0.63067,                0.54299,                0.49515,                0.22558,                0.62841,                 3.3801,                0.43496,                0.35651,                0.99701,              0.0010694,              0.0010694,              0.0010694
                     96,                0.59559,                 3.4672,                0.40541,                0.37712,                 0.9615,                0.99236,                0.93416,                0.97782,                0.83754,                0.63718,                0.54532,                0.51014,                0.21763,                0.63153,                 3.4686,                0.44121,                0.35371,                0.98669,              0.0010595,              0.0010595,              0.0010595
                     97,                0.57972,                  3.353,                0.39574,                0.37055,                0.95515,                0.98282,                0.94964,                0.97696,                0.83343,                0.62017,                0.55108,                0.48636,                0.21936,                0.62488,                 3.3328,                0.43179,                0.35497,                0.98921,              0.0010496,              0.0010496,              0.0010496
                     98,                0.58099,                 3.3244,                0.38662,                0.36934,                  0.956,                0.98791,                0.94101,                0.97715,                0.84029,                0.63294,                0.55827,                0.52657,                0.24466,                0.61174,                 3.3294,                0.43297,                0.35095,                0.98222,              0.0010397,              0.0010397,              0.0010397
                     99,                0.57082,                 3.4171,                0.39927,                0.36232,                 0.9494,                0.99094,                0.94386,                0.97645,                0.83541,                0.63273,                0.55683,                0.51202,                0.24173,                0.62913,                 3.2728,                0.43149,                 0.3529,                0.99712,              0.0010298,              0.0010298,              0.0010298
                    100,                0.58045,                 3.4319,                0.39295,                0.36432,                0.95187,                0.98651,                0.94666,                 0.9803,                0.83288,                0.64537,                0.57266,                0.52921,                0.24234,                0.64122,                 3.2795,                0.43536,                0.35195,                0.99514,              0.0010199,              0.0010199,              0.0010199
                    101,                0.57564,                 3.3327,                 0.3882,                 0.3661,                0.94916,                0.99002,                0.95108,                0.97679,                0.83087,                0.62407,                0.56115,                0.49024,                0.22739,                0.61567,                 3.3022,                0.42783,                0.34157,                 0.9889,                0.00101,                0.00101,                0.00101
                    102,                0.58435,                 3.2984,                0.38922,                0.37221,                0.96016,                0.98656,                0.95052,                0.97832,                0.84301,                 0.6262,                0.53813,                0.50078,                0.24153,                0.61823,                 3.3239,                0.42927,                 0.3429,                0.99316,              0.0010001,              0.0010001,              0.0010001
                    103,                0.56685,                 3.1993,                0.38677,                 0.3553,                0.94361,                0.97683,                0.95252,                0.98035,                0.84391,                0.62446,                0.55971,                0.50319,                0.23811,                0.61529,                  3.286,                0.43435,                0.33896,                0.98771,              0.0009902,              0.0009902,              0.0009902
                    104,                0.57899,                 3.3254,                0.38799,                0.36887,                0.95093,                0.98406,                0.95252,                0.97617,                0.83677,                0.64647,                0.56547,                0.50276,                 0.2149,                 0.6208,                 3.3618,                0.43557,                0.34801,                0.99041,              0.0009803,              0.0009803,              0.0009803
                    105,                0.57575,                 3.2433,                0.38618,                 0.3665,                0.95334,                0.97644,                0.95405,                0.97827,                0.83699,                0.62903,                0.56403,                0.51061,                0.24623,                0.62281,                 3.2283,                0.44853,                0.34898,                0.98196,              0.0009704,              0.0009704,              0.0009704
                    106,                0.56319,                 3.3014,                0.39227,                0.36028,                0.94494,                 0.9733,                0.94676,                0.97629,                0.83214,                0.61105,                0.55108,                0.46833,                0.21708,                 0.6017,                  3.331,                0.43367,                0.34169,                0.97388,              0.0009605,              0.0009605,              0.0009605
                    107,                0.57941,                 3.2884,                0.38857,                0.36501,                0.94449,                0.98629,                0.94676,                0.98297,                0.83915,                0.64452,                0.55971,                 0.5168,                0.24125,                0.61107,                 3.2832,                0.43993,                0.33735,                0.98147,              0.0009506,              0.0009506,              0.0009506
                    108,                0.57416,                 3.2281,                0.38932,                0.36293,                0.95268,                0.97861,                 0.9482,                0.98062,                0.84701,                0.64982,                0.57554,                0.54558,                0.26106,                0.61309,                 3.1937,                0.42707,                0.34631,                0.98346,              0.0009407,              0.0009407,              0.0009407
                    109,                0.56125,                 3.1886,                 0.3855,                 0.3558,                0.94376,                0.98954,                0.95253,                0.98368,                0.84528,                0.62193,                0.56978,                0.51601,                0.23636,                0.61113,                 3.3598,                 0.4247,                0.33792,                0.97948,              0.0009308,              0.0009308,              0.0009308
                    110,                0.56959,                 3.2261,                0.38017,                0.35798,                0.95415,                0.99393,                0.94224,                0.98052,                0.84666,                0.64857,                0.56403,                0.54506,                0.27107,                0.63129,                  3.266,                0.43332,                0.34163,                 0.9956,              0.0009209,              0.0009209,              0.0009209
                    111,                0.56378,                 3.0903,                0.38115,                0.35613,                0.94503,                0.98487,                0.94532,                0.97881,                0.83905,                0.63033,                 0.5554,                0.50962,                0.24874,                0.61617,                 3.2139,                0.43082,                0.33614,                0.98836,               0.000911,               0.000911,               0.000911
                    112,                0.54994,                 3.0718,                0.38043,                 0.3463,                0.93355,                0.98994,                0.95108,                0.97935,                0.84469,                0.63847,                0.56115,                0.52917,                0.24941,                0.60599,                 3.2569,                0.43289,                0.33352,                0.97965,              0.0009011,              0.0009011,              0.0009011
                    113,                0.57248,                 3.1318,                0.37649,                0.36204,                0.94694,                 0.9836,                 0.9491,                0.98219,                  0.846,                0.63724,                0.56259,                0.53581,                 0.2642,                0.61971,                 3.2087,                 0.4323,                0.33941,                0.98621,              0.0008912,              0.0008912,              0.0008912
                    114,                0.56536,                 3.1027,                 0.3692,                0.35358,                0.94927,                0.98352,                0.94676,                0.97928,                0.84348,                0.63828,                0.57554,                0.51495,                0.24989,                0.60566,                 3.2109,                0.43127,                0.34247,                0.96997,              0.0008813,              0.0008813,              0.0008813
                    115,                0.56676,                 3.1273,                0.37449,                0.35886,                0.94975,                0.98166,                0.93957,                 0.9754,                0.82696,                0.63571,                0.56547,                0.49044,                0.21508,                0.62474,                 3.2523,                0.43376,                0.34858,                0.98792,              0.0008714,              0.0008714,              0.0008714
                    116,                0.55589,                 3.1243,                0.38388,                 0.3507,                0.94454,                0.98786,                0.93697,                0.98037,                0.84182,                0.64791,                0.57842,                0.52773,                0.24693,                 0.6164,                 3.2053,                0.42552,                0.33618,                0.98696,              0.0008615,              0.0008615,              0.0008615
                    117,                0.55264,                 3.0722,                0.37309,                0.35193,                0.93892,                0.98643,                0.94124,                0.98194,                0.83944,                0.65198,                0.56835,                0.52707,                0.25079,                0.62116,                 3.1914,                0.43793,                 0.3329,                0.98567,              0.0008516,              0.0008516,              0.0008516
                    118,                0.55597,                 3.1262,                0.37386,                0.35071,                0.94195,                0.97784,                0.95249,                0.98164,                0.84657,                0.64996,                0.57709,                0.53589,                0.25964,                0.60341,                 3.1395,                0.42944,                0.32723,                 0.9801,              0.0008417,              0.0008417,              0.0008417
                    119,                0.55425,                 3.0376,                 0.3733,                0.34475,                0.94056,                0.97589,                0.95108,                0.98025,                0.83796,                0.64652,                0.58423,                0.52191,                0.23679,                0.61038,                 3.1718,                0.43604,                0.33409,                0.97968,              0.0008318,              0.0008318,              0.0008318
                    120,                0.54899,                 2.9881,                0.36658,                0.34536,                0.93685,                0.98178,                0.94532,                0.98193,                0.84091,                0.63962,                0.56978,                0.51112,                0.25019,                0.60121,                 3.1562,                0.42837,                0.33198,                0.98124,              0.0008219,              0.0008219,              0.0008219
                    121,                0.54841,                  3.037,                 0.3776,                0.34336,                0.94256,                0.99003,                0.94676,                0.97887,                0.83862,                0.65083,                0.57986,                0.51968,                0.24747,                0.61753,                 3.1447,                0.41798,                0.33124,                0.99173,               0.000812,               0.000812,               0.000812
                    122,                 0.5418,                 2.9922,                0.37107,                0.34048,                0.93332,                0.97934,                0.95491,                0.98399,                0.84945,                0.66412,                0.58993,                0.56465,                 0.2674,                0.59775,                 3.1391,                0.42121,                0.32579,                0.97329,              0.0008021,              0.0008021,              0.0008021
                    123,                0.54957,                 2.9941,                0.37953,                 0.3503,                0.94038,                0.98361,                0.94975,                0.98208,                0.84907,                0.65001,                0.58273,                0.55005,                0.27255,                0.61037,                 3.0911,                0.41759,                0.33627,                 0.9846,              0.0007922,              0.0007922,              0.0007922
                    124,                0.54438,                  2.951,                0.36984,                0.34488,                 0.9308,                0.98216,                0.95069,                0.98211,                0.84524,                0.66514,                0.59137,                0.54687,                0.26421,                0.59702,                 3.0802,                0.41225,                0.33049,                0.97161,              0.0007823,              0.0007823,              0.0007823
                    125,                0.55198,                 2.9827,                0.37311,                 0.3527,                0.94349,                0.98208,                0.94676,                0.97898,                0.83772,                0.66064,                0.57698,                 0.5125,                0.24338,                0.61127,                 3.1793,                0.42174,                0.33484,                 0.9788,              0.0007724,              0.0007724,              0.0007724
                    126,                0.54402,                 2.9829,                0.37312,                0.34035,                0.93678,                0.98949,                0.94792,                0.98361,                0.84929,                 0.6581,                0.58129,                0.53773,                0.26556,                0.61609,                  3.112,                 0.4202,                0.32503,                0.98914,              0.0007625,              0.0007625,              0.0007625
                    127,                0.53157,                 2.9322,                0.37018,                0.33727,                0.92802,                0.97741,                0.95971,                0.98431,                0.84864,                0.64676,                0.57842,                0.52607,                0.24964,                 0.6034,                 3.1722,                0.41893,                0.32724,                0.98399,              0.0007526,              0.0007526,              0.0007526
                    128,                0.52967,                 2.9683,                0.36875,                0.33937,                0.93278,                0.98841,                0.94676,                0.98146,                0.84169,                0.65247,                0.57554,                0.51633,                0.23849,                0.60348,                  3.141,                0.42138,                0.32954,                0.97416,              0.0007427,              0.0007427,              0.0007427
                    129,                0.53731,                 2.9305,                0.36488,                0.33834,                0.93246,                0.99094,                0.94964,                0.98043,                0.84729,                0.66149,                0.58482,                0.55771,                0.27304,                0.61149,                 3.0913,                0.41652,                0.32815,                0.97495,              0.0007328,              0.0007328,              0.0007328
                    130,                0.53116,                 2.8544,                  0.364,                0.33366,                0.92827,                0.98669,                 0.9482,                0.98038,                0.85111,                0.65909,                0.58696,                0.55597,                0.26443,                0.59607,                 3.1271,                0.42735,                0.32712,                0.97635,              0.0007229,              0.0007229,              0.0007229
                    131,                0.53151,                 2.8652,                0.36613,                0.33444,                0.93814,                0.98602,                0.94964,                0.98303,                0.85089,                0.65282,                0.58273,                0.54686,                0.26439,                0.60449,                 3.0786,                0.41844,                0.32154,                0.97983,               0.000713,               0.000713,               0.000713
                    132,                0.53919,                 2.9487,                0.37239,                0.33996,                0.94272,                0.98953,                0.95168,                0.98569,                0.85006,                0.65881,                0.58561,                0.56211,                0.27828,                0.59211,                 3.1061,                0.41658,                0.31563,                 0.9702,              0.0007031,              0.0007031,              0.0007031
                    133,                0.52591,                 2.8238,                 0.3659,                0.33262,                0.92607,                0.98358,                0.94783,                0.98168,                0.84971,                0.65693,                0.58273,                0.55653,                 0.2713,                0.60261,                 3.0692,                0.41861,                 0.3256,                0.97675,              0.0006932,              0.0006932,              0.0006932
                    134,                0.53079,                 2.8769,                0.36339,                0.33601,                0.93364,                0.98852,                0.94676,                0.98517,                0.84978,                0.68321,                    0.6,                0.56995,                0.27046,                0.61396,                 3.0889,                 0.4116,                0.32025,                0.98999,              0.0006833,              0.0006833,              0.0006833
                    135,                0.53532,                  2.846,                0.36444,                 0.3345,                 0.9284,                0.98253,                0.95683,                0.98183,                 0.8451,                0.66322,                0.58088,                0.56234,                0.27346,                0.62246,                 3.0746,                0.42375,                0.32452,                0.99982,              0.0006734,              0.0006734,              0.0006734
                    136,                0.52289,                 2.8453,                0.36367,                0.33479,                 0.9257,                0.98791,                0.94066,                0.98303,                0.84863,                0.64247,                0.57142,                0.54225,                0.26395,                0.59777,                  3.078,                0.41424,                0.31981,                0.97489,              0.0006635,              0.0006635,              0.0006635
                    137,                0.52323,                  2.832,                0.36079,                0.32975,                0.92931,                0.98641,                 0.9396,                 0.9804,                0.85087,                0.65799,                0.58273,                 0.5602,                0.27378,                0.59566,                 3.1222,                0.42792,                0.32573,                0.96906,              0.0006536,              0.0006536,              0.0006536
                    138,                0.51778,                  2.776,                0.36674,                0.32585,                0.92192,                0.98589,                0.94964,                0.98263,                0.85419,                0.66943,                0.59137,                0.57841,                0.29463,                0.59867,                 3.0562,                0.42142,                0.32619,                0.96975,              0.0006437,              0.0006437,              0.0006437
                    139,                0.51626,                 2.7985,                0.36247,                0.32584,                0.91966,                0.98908,                0.94388,                0.98564,                0.85094,                0.67271,                0.59281,                0.57893,                0.28698,                0.60389,                 3.0295,                0.42707,                0.32795,                0.97428,              0.0006338,              0.0006338,              0.0006338
                    140,                0.51613,                 2.8695,                0.36562,                0.32409,                0.92089,                0.98944,                0.94394,                0.98362,                0.84883,                0.65436,                0.58022,                0.54739,                0.27125,                0.60675,                 3.0787,                0.41821,                0.33338,                0.97968,              0.0006239,              0.0006239,              0.0006239
                    141,                0.52303,                 2.7866,                0.36256,                0.32817,                0.93255,                0.99244,                0.94505,                0.98174,                0.84874,                0.65817,                0.59281,                0.56938,                0.27827,                0.60357,                 3.0586,                0.42112,                0.32603,                0.97354,               0.000614,               0.000614,               0.000614
                    142,                0.52427,                 2.7966,                0.35977,                  0.328,                0.92269,                0.98486,                0.95252,                0.98082,                0.84575,                0.65962,                0.58417,                0.54614,                0.27542,                0.61529,                 3.0425,                0.41412,                0.32352,                0.97984,              0.0006041,              0.0006041,              0.0006041
                    143,                0.52548,                 2.8567,                0.36471,                0.33297,                 0.9316,                0.98666,                 0.9579,                0.98344,                 0.8582,                0.66703,                0.59666,                0.56974,                0.28412,                0.59107,                 2.9815,                0.40633,                0.31347,                0.96936,              0.0005942,              0.0005942,              0.0005942
                    144,                0.50982,                 2.7754,                0.35936,                0.32266,                0.91687,                0.98657,                0.95157,                0.98238,                0.84827,                0.65194,                0.58273,                0.55458,                0.27708,                0.60807,                 3.0253,                0.41398,                0.32296,                0.97627,              0.0005843,              0.0005843,              0.0005843
                    145,                0.51783,                 2.7938,                0.36309,                 0.3267,                0.92083,                0.98364,                0.95174,                0.98255,                0.84688,                0.65909,                0.58273,                0.54784,                 0.2846,                0.60566,                 3.0284,                0.42407,                0.32383,                0.98165,              0.0005744,              0.0005744,              0.0005744
                    146,                0.51445,                 2.7244,                0.35437,                0.32174,                0.92765,                 0.9882,                0.95252,                0.98365,                0.85407,                0.66188,                0.58849,                0.56772,                 0.2893,                0.60453,                 2.9856,                0.41655,                0.31372,                0.97927,              0.0005645,              0.0005645,              0.0005645
                    147,                0.50987,                 2.7388,                0.36115,                0.32417,                0.92084,                0.98853,                 0.9482,                0.98119,                0.85549,                0.67587,                0.60719,                0.58506,                0.29345,                0.60067,                  2.994,                0.41398,                0.32154,                 0.9792,              0.0005546,              0.0005546,              0.0005546
                    148,                0.51435,                 2.7383,                0.35565,                0.32721,                0.92364,                0.98362,                0.95072,                0.98173,                0.85854,                0.66897,                    0.6,                 0.5895,                0.30444,                0.60857,                 3.0029,                0.40875,                 0.3192,                0.98471,              0.0005447,              0.0005447,              0.0005447
                    149,                0.51351,                 2.7075,                0.35041,                0.32383,                0.92669,                0.98365,                0.95199,                0.98205,                 0.8523,                0.65451,                0.58059,                0.58046,                0.29949,                0.60998,                 3.0388,                0.41444,                 0.3184,                0.97913,              0.0005348,              0.0005348,              0.0005348
                    150,                0.50058,                 2.7061,                0.35974,                0.31868,                0.92031,                0.99101,                0.95123,                0.97955,                0.85205,                0.67049,                0.59281,                0.57388,                 0.2885,                0.59465,                 2.9982,                0.40982,                0.31803,                0.97284,              0.0005249,              0.0005249,              0.0005249
                    151,                0.50717,                 2.7474,                0.35454,                0.32281,                0.91681,                0.98184,                 0.9554,                0.98396,                0.85614,                0.66048,                0.59281,                0.57106,                0.29059,                0.59721,                  2.987,                0.42101,                 0.3201,                0.97079,               0.000515,               0.000515,               0.000515
                    152,                0.51576,                 2.6665,                0.35654,                0.32225,                0.92181,                0.98066,                0.94837,                0.98319,                0.85867,                0.66809,                0.60432,                 0.5848,                0.29463,                0.59512,                 2.9642,                  0.414,                0.31912,                0.97442,              0.0005051,              0.0005051,              0.0005051
                    153,                0.51085,                 2.6909,                0.34879,                0.32025,                0.91716,                0.98952,                0.95083,                0.98252,                0.85618,                0.66072,                0.59137,                0.57017,                0.29164,                0.59145,                 2.9944,                0.40933,                0.31201,                0.96729,              0.0004952,              0.0004952,              0.0004952
                    154,                0.50222,                 2.7044,                0.35561,                0.31395,                0.91779,                0.99096,                0.94667,                0.98278,                0.85549,                0.66019,                0.59424,                0.58191,                0.29926,                 0.5949,                 3.0191,                0.41145,                0.31576,                 0.9741,              0.0004853,              0.0004853,              0.0004853
                    155,                0.50943,                 2.7474,                 0.3584,                0.32335,                0.92517,                0.98526,                0.94964,                0.98379,                0.86011,                0.65811,                0.59856,                0.59138,                0.30814,                0.58693,                 2.9673,                 0.4143,                0.31663,                 0.9633,              0.0004754,              0.0004754,              0.0004754
                    156,                0.50663,                 2.6806,                0.35714,                0.31922,                 0.9261,                0.98372,                0.95618,                0.98487,                0.85664,                0.67234,                0.60432,                0.58222,                0.28195,                0.59144,                 3.0075,                 0.4092,                0.31564,                0.96411,              0.0004655,              0.0004655,              0.0004655
                    157,                0.49997,                 2.6888,                0.34795,                0.31414,                0.91777,                0.98532,                 0.9554,                0.98475,                0.85909,                0.65732,                 0.5934,                0.57592,                0.29268,                0.58373,                 2.9755,                0.40742,                0.31448,                0.96098,              0.0004556,              0.0004556,              0.0004556
                    158,                0.49825,                 2.6889,                0.35838,                0.31433,                0.91194,                0.99089,                 0.9482,                0.98333,                0.85324,                0.66203,                0.59137,                0.56813,                0.29239,                0.59161,                 3.0205,                0.41153,                0.31454,                0.96647,              0.0004457,              0.0004457,              0.0004457
                    159,                0.50269,                  2.637,                0.35187,                0.31192,                0.91541,                0.98958,                0.95662,                0.98445,                 0.8541,                0.67484,                0.60432,                 0.5801,                0.30384,                0.58574,                 2.9511,                0.41083,                0.31386,                0.96715,              0.0004358,              0.0004358,              0.0004358
                    160,                 0.4945,                  2.653,                0.35557,                0.31261,                0.91035,                0.97717,                0.96115,                0.98502,                 0.8561,                0.67107,                0.60765,                  0.589,                0.30192,                0.58611,                 2.9468,                 0.4172,                0.31496,                0.96343,              0.0004259,              0.0004259,              0.0004259
                    161,                0.50153,                 2.6907,                 0.3492,                 0.3157,                0.91805,                0.98272,                0.95971,                0.98508,                0.85834,                0.67506,                0.60719,                0.59507,                0.30939,                0.59513,                 2.9496,                0.41065,                0.30639,                0.96812,               0.000416,               0.000416,               0.000416
                    162,                0.49695,                 2.5863,                0.35007,                0.31207,                0.91476,                0.98377,                 0.9594,                0.98476,                0.85891,                0.67109,                0.60432,                0.58349,                0.30033,                 0.5923,                 2.9375,                 0.4107,                0.31113,                0.96739,              0.0004061,              0.0004061,              0.0004061
                    163,                0.49013,                 2.5817,                0.34724,                0.31087,                0.90984,                0.98956,                 0.9544,                0.98595,                0.85457,                0.67178,                    0.6,                0.58405,                0.29984,                0.59945,                 2.9585,                0.41189,                0.31006,                0.97634,              0.0003962,              0.0003962,              0.0003962
                    164,                0.48291,                 2.6008,                0.35228,                0.30627,                0.91044,                0.98808,                0.95386,                0.98397,                0.85788,                0.66282,                    0.6,                0.59224,                 0.3082,                 0.5906,                 2.9173,                0.41226,                0.30739,                0.97176,              0.0003863,              0.0003863,              0.0003863
                    165,                0.49795,                 2.6102,                0.34261,                 0.3161,                0.91878,                0.99083,                0.94676,                0.98418,                0.85549,                0.67588,                0.60144,                0.59178,                0.30671,                0.59006,                 2.9402,                0.41452,                 0.3147,                0.96876,              0.0003764,              0.0003764,              0.0003764
                    166,                0.48547,                  2.515,                0.34135,                0.30936,                0.91162,                0.98826,                0.95396,                0.98426,                0.85453,                0.67851,                    0.6,                0.60016,                0.31517,                0.59434,                  2.917,                0.41165,                0.30798,                 0.9759,              0.0003665,              0.0003665,              0.0003665
                    167,                0.48377,                 2.5329,                0.33826,                 0.3118,                0.91645,                 0.9881,                0.95612,                0.98255,                 0.8516,                 0.6802,                0.60288,                0.59923,                0.31271,                0.59845,                 2.9213,                 0.4119,                0.31356,                 0.9683,              0.0003566,              0.0003566,              0.0003566
                    168,                0.47943,                 2.5494,                0.35329,                0.30482,                0.90988,                0.98374,                0.95732,                0.98402,                0.85305,                0.66822,                0.59987,                0.57112,                0.30105,                0.59684,                 2.9343,                0.41707,                0.30849,                0.97217,              0.0003467,              0.0003467,              0.0003467
                    169,                0.49145,                  2.524,                 0.3432,                0.30584,                0.91762,                0.98516,                0.95486,                0.98395,                0.85726,                0.66991,                0.60719,                0.58988,                0.31279,                0.58284,                 2.9005,                 0.4124,                0.30714,                0.96216,              0.0003368,              0.0003368,              0.0003368
                    170,                0.48167,                 2.4788,                0.34264,                0.30346,                0.90593,                0.98663,                0.95536,                0.98334,                0.85823,                0.66158,                    0.6,                0.58495,                0.31156,                0.57976,                 2.8998,                0.40696,                0.30162,                0.96233,              0.0003269,              0.0003269,              0.0003269
                    171,                0.47001,                 2.5315,                0.33873,                0.29831,                0.90734,                0.98601,                0.95396,                 0.9843,                0.85595,                0.67389,                0.60357,                0.59064,                 0.3102,                0.59161,                 2.9084,                0.41813,                0.31038,                0.97127,               0.000317,               0.000317,               0.000317
                    172,                0.48862,                 2.5649,                0.34509,                0.30886,                0.91606,                0.98416,                0.95252,                0.98437,                0.85731,                0.68699,                0.61151,                0.60446,                0.31698,                0.59323,                 2.9054,                 0.4181,                0.30826,                0.97061,              0.0003071,              0.0003071,              0.0003071
                    173,                0.48672,                 2.5349,                0.34234,                0.30561,                0.91905,                0.99249,                0.95016,                0.98188,                0.85678,                0.67971,                0.60863,                0.59043,                0.31154,                0.59156,                 2.8874,                0.41643,                0.30181,                0.96917,              0.0002972,              0.0002972,              0.0002972
                    174,                0.48991,                  2.602,                0.34433,                0.30765,                0.91487,                0.99545,                0.94365,                 0.9822,                0.85767,                0.67978,                0.60863,                0.60092,                0.31511,                0.58751,                 2.9141,                 0.4166,                0.30214,                0.96828,              0.0002873,              0.0002873,              0.0002873
                    175,                0.47957,                 2.4979,                0.33879,                 0.3014,                0.91024,                0.98649,                 0.9554,                 0.9838,                0.85873,                0.68562,                0.60876,                0.61178,                0.32442,                0.58922,                 2.9018,                0.40915,                 0.3042,                0.97064,              0.0002774,              0.0002774,              0.0002774
                    176,                0.47937,                  2.463,                0.33937,                0.30081,                0.90677,                0.98516,                0.95542,                0.98294,                0.85828,                0.68753,                0.61583,                0.61122,                0.31856,                0.59065,                 2.8829,                0.40443,                 0.3017,                0.97126,              0.0002675,              0.0002675,              0.0002675
                    177,                0.47045,                 2.4879,                0.34176,                0.29663,                0.90536,                0.98505,                0.95971,                 0.9827,                0.85789,                0.69113,                0.61173,                0.60435,                0.31411,                0.59121,                 2.8954,                0.40643,                0.31017,                0.96716,              0.0002576,              0.0002576,              0.0002576
                    178,                0.48456,                 2.4741,                0.33728,                0.30597,                0.91894,                0.98821,                 0.9554,                0.98088,                0.85605,                 0.6918,                0.61364,                0.60335,                0.31156,                0.58734,                 2.9283,                0.41629,                0.30211,                 0.9672,              0.0002477,              0.0002477,              0.0002477
                    179,                0.47311,                 2.4806,                0.34102,                0.30043,                0.90564,                0.98368,                0.95425,                0.98233,                0.86018,                 0.6915,                0.61278,                 0.6015,                0.31564,                0.58821,                 2.8939,                0.41215,                0.30069,                0.96321,              0.0002378,              0.0002378,              0.0002378
                    180,                0.47204,                 2.4281,                 0.3383,                0.30097,                0.90728,                0.97801,                0.96008,                0.98142,                 0.8599,                0.68342,                0.60719,                0.60927,                 0.3188,                0.58286,                 2.8694,                0.40911,                0.30197,                0.96324,              0.0002279,              0.0002279,              0.0002279
                    181,                 0.4773,                 2.4504,                0.33752,                0.30125,                0.90747,                0.98661,                0.95414,                0.98134,                0.85874,                0.68734,                0.61583,                0.60576,                 0.3136,                0.58284,                 2.8489,                0.40696,                0.30147,                0.96203,               0.000218,               0.000218,               0.000218
                    182,                0.47344,                  2.473,                0.34297,                 0.3007,                0.90481,                0.98198,                0.96115,                 0.9822,                0.86014,                0.68154,                0.61583,                0.59781,                0.31388,                0.58449,                 2.8663,                0.40497,                 0.2996,                0.96531,              0.0002081,              0.0002081,              0.0002081
                    183,                0.46362,                 2.5024,                0.34579,                0.29874,                0.90599,                 0.9902,                0.95396,                0.98333,                0.85971,                0.68266,                0.60975,                 0.5997,                0.30959,                0.58548,                 2.8865,                0.40534,                0.29893,                0.96586,              0.0001982,              0.0001982,              0.0001982
                    184,                0.46816,                 2.4457,                 0.3373,                0.29766,                0.90124,                 0.9881,                0.95971,                0.98432,                0.85632,                0.67195,                0.61007,                0.58881,                0.30996,                0.59068,                 2.8828,                 0.4054,                0.30217,                0.96938,              0.0001883,              0.0001883,              0.0001883
                    185,                 0.4672,                 2.4539,                0.34096,                0.29533,                0.90376,                0.98233,                0.95999,                0.98391,                0.86176,                0.69199,                0.62302,                0.61508,                0.31815,                0.58086,                 2.8706,                0.40147,                0.29988,                0.96485,              0.0001784,              0.0001784,              0.0001784
                    186,                0.46966,                 2.4459,                0.34729,                0.29618,                0.90891,                0.98131,                 0.9554,                0.98187,                0.86164,                0.69403,                0.61684,                0.62196,                0.32726,                0.58113,                 2.8588,                0.40274,                0.30245,                0.95962,              0.0001685,              0.0001685,              0.0001685
                    187,                0.45582,                 2.3573,                0.33876,                 0.2858,                0.90074,                0.98788,                0.95252,                0.98292,                0.86309,                0.69289,                0.62446,                0.62141,                0.32392,                0.58191,                 2.8638,                0.39769,                0.29905,                0.96443,              0.0001586,              0.0001586,              0.0001586
                    188,                0.46848,                 2.3974,                0.34331,                0.29315,                0.90381,                0.98912,                0.95252,                0.98436,                0.85953,                 0.6749,                0.61233,                0.59634,                0.31573,                0.58025,                 2.8877,                0.40042,                0.29435,                0.96537,              0.0001487,              0.0001487,              0.0001487
                    189,                0.46554,                  2.391,                0.33238,                0.29429,                0.90956,                0.99336,                0.95396,                0.98492,                0.86079,                0.68894,                0.62302,                 0.6078,                0.32445,                0.58365,                 2.8861,                0.40119,                0.29727,                0.96359,              0.0001388,              0.0001388,              0.0001388
                    190,                0.45972,                 2.3891,                 0.3403,                0.29168,                0.90298,                 0.9881,                0.95579,                0.98434,                 0.8616,                0.68309,                0.61439,                0.60658,                0.31973,                0.58418,                 2.8684,                0.40085,                 0.2966,                0.96238,              0.0001289,              0.0001289,              0.0001289
                    191,                0.45386,                 2.3735,                0.34519,                0.29121,                0.89767,                 0.9905,                 0.9554,                0.98353,                   0.86,                0.68282,                0.61151,                0.61266,                0.32581,                0.58129,                 2.8685,                  0.402,                0.29753,                0.95911,               0.000119,               0.000119,               0.000119
