                  epoch,         train/box_loss,        train/pose_loss,        train/kobj_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(P),      metrics/recall(P),       metrics/mAP50(P),    metrics/mAP50-95(P),           val/box_loss,          val/pose_loss,          val/kobj_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     88,                0.44981,                 2.3675,                0.35263,                0.28558,                0.89627,                0.97643,                 0.9539,                0.98378,                0.85384,                0.69629,                0.61727,                0.60271,                0.31729,                0.60064,                 2.8411,                0.41732,                0.30806,                0.98985,              0.0002774,              0.0002774,              0.0002774
                     89,                0.44938,                 2.3752,                0.34965,                0.29266,                0.89928,                0.98295,                 0.9482,                 0.9839,                0.85402,                 0.7001,                0.63022,                0.63248,                0.33616,                0.59985,                 2.8075,                0.41641,                0.30663,                0.98953,              0.0002576,              0.0002576,              0.0002576
                     90,                0.44948,                  2.283,                0.35413,                0.28859,                0.90146,                0.97973,                0.95396,                0.98529,                0.85563,                0.70144,                0.62878,                0.62522,                0.33283,                0.58988,                 2.8014,                0.41794,                0.30487,                0.98202,              0.0002378,              0.0002378,              0.0002378
                     91,                0.44765,                 2.2692,                0.34588,                 0.2876,                0.90528,                0.97928,                0.95209,                0.98436,                0.85046,                0.69238,                0.62446,                0.60382,                0.32008,                0.59147,                 2.8219,                0.41315,                0.30732,                0.98118,               0.000218,               0.000218,               0.000218
                     92,                0.44016,                 2.3183,                0.34642,                0.28289,                 0.8955,                0.96946,                0.95923,                0.98265,                0.85671,                 0.6941,                 0.6259,                0.61252,                0.32938,                0.59892,                 2.8212,                0.41493,                0.30697,                0.98854,              0.0001982,              0.0001982,              0.0001982
                     93,                0.43686,                 2.2453,                0.34236,                0.28085,                0.89338,                0.98277,                0.95108,                0.98282,                0.85671,                 0.6858,                0.62014,                0.61113,                0.33411,                0.59536,                 2.7945,                0.41589,                0.30611,                0.98691,              0.0001784,              0.0001784,              0.0001784
                     94,                0.43534,                  2.231,                  0.348,                 0.2818,                0.88748,                0.98039,                 0.9554,                0.98246,                 0.8482,                0.70739,                0.63022,                0.60275,                0.31809,                0.59525,                 2.7847,                0.41398,                0.30634,                 0.9822,              0.0001586,              0.0001586,              0.0001586
                     95,                0.42822,                 2.2719,                0.35862,                 0.2753,                0.89597,                 0.9866,                 0.9535,                0.98359,                0.85518,                0.69405,                0.62302,                 0.6089,                0.33269,                0.58906,                 2.7979,                0.41561,                0.30211,                0.98242,              0.0001388,              0.0001388,              0.0001388
                     96,                0.42926,                 2.2582,                0.35401,                0.27669,                0.89281,                0.98222,                0.95362,                0.98411,                0.85051,                0.68545,                 0.6271,                0.60487,                0.32695,                0.59817,                 2.7873,                 0.4141,                0.30663,                0.98592,               0.000119,               0.000119,               0.000119
                     97,                0.42016,                 2.1594,                0.35106,                0.27404,                0.88952,                0.98296,                0.95396,                0.98495,                0.85733,                0.68614,                0.62158,                0.61011,                0.33939,                0.59111,                 2.7569,                0.40884,                0.30128,                0.98435,               9.92e-05,               9.92e-05,               9.92e-05
                     98,                0.42314,                 2.1892,                0.34174,                0.27436,                 0.8894,                0.97967,                0.95396,                0.98339,                0.85743,                0.68891,                0.62446,                0.61383,                0.33637,                0.58703,                 2.7401,                0.41256,                0.30005,                0.98087,               7.94e-05,               7.94e-05,               7.94e-05
                     99,                0.41563,                  2.215,                0.35175,                0.26665,                0.88557,                0.97633,                0.94965,                 0.9826,                0.86042,                0.69017,                0.62878,                0.62269,                0.34135,                0.58783,                 2.7441,                0.41172,                0.30349,                0.98105,               5.96e-05,               5.96e-05,               5.96e-05
